comment,sentiment,dominant_construct
"cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
kuota boros banget buat generate video 10 detik doang. parah sih,negative,Social Influence
"viral di tiktok mangkanya nyobain,ternyata emang keren. asli",positive,Social Influence
"banyak influencer yang bahas,jadi penasaran. ribet bener interfacenya,bingung mau klik mana.",negative,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Effort Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,Performance Expectancy
"cara pakainya gampang banget,gak perlu tutorial. anjir",positive,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. asli,positive,Social Influence
sayang banget harus pake vpn baru bisa akses. no debat,neutral,Facilitating Conditions
"tools ini ngebantu banget buat nyelesain tugas kuliah. ribet bener interfacenya,bingung mau klik mana. no debat",positive,Effort Expectancy
"output-nya kurang akurat buat kebutuhan profesional. user friendly parah,pemula pasti langsung paham. gas terus",negative,Effort Expectancy
"user friendly parah,pemula pasti langsung paham. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,Effort Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. support-nya oke,ada panduan lengkap di websitenya.",positive,Social Influence
"banyak influencer yang bahas,jadi penasaran. simpel dan elegan,navigasinya enak dipandang. boleh lah",positive,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. no debat",positive,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. cara pakainya gampang banget,gak perlu tutorial. mending skip",positive,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. dosen saya nyaranin pake ini buat riset.",positive,Effort Expectancy
ngebantu cari ide konten pas lagi mampet. anjir,positive,Social Influence
hp kentang saya tidak kuat jalanin aplikasi ini. no debat,negative,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. asli",positive,Performance Expectancy
koneksi internet harus stabil biar tidak gagal terus. asli,neutral,Performance Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. koneksi internet harus stabil biar tidak gagal terus. boleh lah,positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap. mending skip",positive,Facilitating Conditions
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang.",positive,Performance Expectancy
"cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya. ngebantu cari ide konten pas lagi mampet. no debat",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk. tidak peduli orang bilang apa,saya tetep nyaman pake ini. mending skip",negative,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set.",neutral,Performance Expectancy
output-nya kurang akurat buat kebutuhan profesional. kuota boros banget buat generate video 10 detik doang. mending skip,negative,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Effort Expectancy
kuota boros banget buat generate video 10 detik doang.,negative,Facilitating Conditions
rekomendasi dari komunitas ai ini emang tidak pernah gagal. gokil,positive,Social Influence
dosen saya nyaranin pake ini buat riset. output-nya kurang akurat buat kebutuhan profesional.,negative,Effort Expectancy
"tools ini ngebantu banget buat nyelesain tugas kuliah. tidak peduli orang bilang apa,saya tetep nyaman pake ini. gokil",positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. mending skip",neutral,Performance Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. ribet bener interfacenya,bingung mau klik mana.",positive,Facilitating Conditions
hp kentang saya tidak kuat jalanin aplikasi ini. ngebantu cari ide konten pas lagi mampet.,negative,Performance Expectancy
"banyak influencer yang bahas,jadi penasaran. hp kentang saya tidak kuat jalanin aplikasi ini.",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. asli",positive,Social Influence
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. asli",positive,Performance Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. asli",positive,Facilitating Conditions
"simpel dan elegan,navigasinya enak dipandang. mending skip",positive,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. temen-temen kantor udah pada pake,masa saya nggak.",negative,Performance Expectancy
dosen saya nyaranin pake ini buat riset.,neutral,Effort Expectancy
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
"ngebantu cari ide konten pas lagi mampet. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. sayang banget harus pake vpn baru bisa akses. gas terus",negative,Social Influence
hp kentang saya tidak kuat jalanin aplikasi ini.,negative,Performance Expectancy
ngebantu cari ide konten pas lagi mampet. dosen saya nyaranin pake ini buat riset.,positive,Performance Expectancy
kuota boros banget buat generate video 10 detik doang.,negative,Facilitating Conditions
"menu-menunya membingungkan,banyak iklan ganggu. anjir",negative,Social Influence
"sangat efektif untuk meningkatkan produktivitas kerja. ribet bener interfacenya,bingung mau klik mana.",positive,Social Influence
sangat efektif untuk meningkatkan produktivitas kerja. dosen saya nyaranin pake ini buat riset. boleh lah,positive,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. anjir",positive,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana. sayang banget harus pake vpn baru bisa akses.",negative,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. mending skip",negative,Social Influence
instalasi vpn-nya bikin pusing tujuh keliling. anjir,negative,Performance Expectancy
"user friendly parah,pemula pasti langsung paham. asli",positive,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. no debat",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. hasil generate-nya oke punya,bikin kerjaan sat set. gokil",positive,Social Influence
rekomendasi dari komunitas ai ini emang tidak pernah gagal. asli,positive,Social Influence
dosen saya nyaranin pake ini buat riset. parah sih,neutral,Effort Expectancy
ngebantu cari ide konten pas lagi mampet. boleh lah,neutral,Performance Expectancy
"cara pakainya gampang banget,gak perlu tutorial. asli",positive,Effort Expectancy
"tools ini ngebantu banget buat nyelesain tugas kuliah. laptop spek rendah tetep bisa akses lewat cloud,mantap. wkwk",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk. boleh lah",negative,Social Influence
"temen-temen kantor udah pada pake,masa saya nggak. instalasi vpn-nya bikin pusing tujuh keliling.",negative,Performance Expectancy
rekomendasi dari komunitas ai ini emang tidak pernah gagal. hp kentang saya tidak kuat jalanin aplikasi ini. boleh lah,neutral,Social Influence
"kuota boros banget buat generate video 10 detik doang. menu-menunya membingungkan,banyak iklan ganggu. gas terus",negative,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk. instalasi vpn-nya bikin pusing tujuh keliling. gas terus",negative,Social Influence
"output-nya kurang akurat buat kebutuhan profesional. banyak influencer yang bahas,jadi penasaran. mending skip",negative,Effort Expectancy
ngebantu cari ide konten pas lagi mampet.,positive,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",positive,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. sangat efektif untuk meningkatkan produktivitas kerja. gokil",positive,Social Influence
"dosen saya nyaranin pake ini buat riset. user friendly parah,pemula pasti langsung paham. no debat",positive,Effort Expectancy
dosen saya nyaranin pake ini buat riset. parah sih,neutral,Effort Expectancy
instalasi vpn-nya bikin pusing tujuh keliling.,negative,Performance Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Effort Expectancy
"output-nya kurang akurat buat kebutuhan profesional. ribet bener interfacenya,bingung mau klik mana.",negative,Effort Expectancy
"user friendly parah,pemula pasti langsung paham. anjir",positive,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. support-nya oke,ada panduan lengkap di websitenya. wkwk",negative,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,Effort Expectancy
sayang banget harus pake vpn baru bisa akses. rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,Performance Expectancy
instalasi vpn-nya bikin pusing tujuh keliling.,negative,Performance Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,Performance Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. mending skip",positive,Facilitating Conditions
"cara pakainya gampang banget,gak perlu tutorial. tidak guna,malah bikin kerjaan makin numpuk.",positive,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. sayang banget harus pake vpn baru bisa akses.",negative,Effort Expectancy
dosen saya nyaranin pake ini buat riset. mending skip,neutral,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap. sangat efektif untuk meningkatkan produktivitas kerja. parah sih",positive,Social Influence
"user friendly parah,pemula pasti langsung paham. no debat",positive,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. tools ini ngebantu banget buat nyelesain tugas kuliah. no debat",positive,Effort Expectancy
"output-nya kurang akurat buat kebutuhan profesional. cara pakainya gampang banget,gak perlu tutorial. boleh lah",negative,Effort Expectancy
"hp kentang saya tidak kuat jalanin aplikasi ini. banyak influencer yang bahas,jadi penasaran.",negative,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Performance Expectancy
"user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini.,negative,Performance Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,Performance Expectancy
"dosen saya nyaranin pake ini buat riset. simpel dan elegan,navigasinya enak dipandang.",positive,Effort Expectancy
instalasi vpn-nya bikin pusing tujuh keliling.,negative,Performance Expectancy
instalasi vpn-nya bikin pusing tujuh keliling.,negative,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. ngebantu cari ide konten pas lagi mampet. no debat,negative,Performance Expectancy
output-nya kurang akurat buat kebutuhan profesional. gokil,negative,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk. simpel dan elegan,navigasinya enak dipandang.",positive,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"sayang banget harus pake vpn baru bisa akses. hasil generate-nya oke punya,bikin kerjaan sat set.",negative,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",positive,Performance Expectancy
"banyak influencer yang bahas,jadi penasaran.",neutral,Effort Expectancy
rekomendasi dari komunitas ai ini emang tidak pernah gagal. hp kentang saya tidak kuat jalanin aplikasi ini.,negative,Performance Expectancy
"tools ini ngebantu banget buat nyelesain tugas kuliah. simpel dan elegan,navigasinya enak dipandang.",positive,Social Influence
"sayang banget harus pake vpn baru bisa akses. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Performance Expectancy
"ngebantu cari ide konten pas lagi mampet. support-nya oke,ada panduan lengkap di websitenya.",positive,Performance Expectancy
"cara pakainya gampang banget,gak perlu tutorial. output-nya kurang akurat buat kebutuhan profesional. boleh lah",positive,Effort Expectancy
instalasi vpn-nya bikin pusing tujuh keliling. rekomendasi dari komunitas ai ini emang tidak pernah gagal.,negative,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang.",positive,Performance Expectancy
"koneksi internet harus stabil biar tidak gagal terus. menu-menunya membingungkan,banyak iklan ganggu. anjir",negative,Social Influence
ngebantu cari ide konten pas lagi mampet. hp kentang saya tidak kuat jalanin aplikasi ini.,positive,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. menu-menunya membingungkan,banyak iklan ganggu.",positive,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana. banyak influencer yang bahas,jadi penasaran. no debat",negative,Performance Expectancy
koneksi internet harus stabil biar tidak gagal terus. mending skip,neutral,Social Influence
tools ini ngebantu banget buat nyelesain tugas kuliah. koneksi internet harus stabil biar tidak gagal terus.,positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk. hp kentang saya tidak kuat jalanin aplikasi ini. gokil",negative,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
dosen saya nyaranin pake ini buat riset. wkwk,neutral,Effort Expectancy
"sayang banget harus pake vpn baru bisa akses. ribet bener interfacenya,bingung mau klik mana. no debat",negative,Effort Expectancy
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,Performance Expectancy
"user friendly parah,pemula pasti langsung paham. gokil",positive,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. gas terus",negative,Effort Expectancy
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
"user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. no debat",positive,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
sayang banget harus pake vpn baru bisa akses.,neutral,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. gokil",negative,Social Influence
tools ini ngebantu banget buat nyelesain tugas kuliah. wkwk,positive,Social Influence
"ngebantu cari ide konten pas lagi mampet. banyak influencer yang bahas,jadi penasaran.",positive,Performance Expectancy
"dosen saya nyaranin pake ini buat riset. hasil generate-nya oke punya,bikin kerjaan sat set.",neutral,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang.",positive,Performance Expectancy
"hp kentang saya tidak kuat jalanin aplikasi ini. tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. anjir",negative,Social Influence
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini.,negative,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. cara pakainya gampang banget,gak perlu tutorial. gas terus",positive,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini.,negative,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",positive,Performance Expectancy
sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set.",neutral,Performance Expectancy
koneksi internet harus stabil biar tidak gagal terus.,neutral,Performance Expectancy
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,Performance Expectancy
"sangat efektif untuk meningkatkan produktivitas kerja. simpel dan elegan,navigasinya enak dipandang.",positive,Social Influence
"viral di tiktok mangkanya nyobain,ternyata emang keren. anjir",positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. hp kentang saya tidak kuat jalanin aplikasi ini.",positive,Effort Expectancy
dosen saya nyaranin pake ini buat riset. hp kentang saya tidak kuat jalanin aplikasi ini. anjir,neutral,Facilitating Conditions
"ribet bener interfacenya,bingung mau klik mana. hasil generate-nya oke punya,bikin kerjaan sat set. gokil",negative,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. ngebantu cari ide konten pas lagi mampet.",positive,Effort Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. mending skip,negative,Facilitating Conditions
sayang banget harus pake vpn baru bisa akses.,neutral,Effort Expectancy
"banyak influencer yang bahas,jadi penasaran.",neutral,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. output-nya kurang akurat buat kebutuhan profesional. asli",positive,Social Influence
"viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk. rekomendasi dari komunitas ai ini emang tidak pernah gagal. parah sih",negative,Performance Expectancy
"user friendly parah,pemula pasti langsung paham. sayang banget harus pake vpn baru bisa akses. parah sih",positive,Effort Expectancy
sayang banget harus pake vpn baru bisa akses. anjir,neutral,Facilitating Conditions
"simpel dan elegan,navigasinya enak dipandang. output-nya kurang akurat buat kebutuhan profesional.",positive,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. koneksi internet harus stabil biar tidak gagal terus.",positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. no debat",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"tidak guna,malah bikin kerjaan makin numpuk. ribet bener interfacenya,bingung mau klik mana. boleh lah",negative,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya. temen-temen kantor udah pada pake,masa saya nggak.",neutral,Performance Expectancy
rekomendasi dari komunitas ai ini emang tidak pernah gagal. no debat,positive,Social Influence
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,Performance Expectancy
"cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
kuota boros banget buat generate video 10 detik doang.,negative,Facilitating Conditions
sangat efektif untuk meningkatkan produktivitas kerja. no debat,positive,Social Influence
"user friendly parah,pemula pasti langsung paham. output-nya kurang akurat buat kebutuhan profesional.",positive,Effort Expectancy
"banyak influencer yang bahas,jadi penasaran.",neutral,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
output-nya kurang akurat buat kebutuhan profesional. gas terus,negative,Performance Expectancy
"ngebantu cari ide konten pas lagi mampet. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
koneksi internet harus stabil biar tidak gagal terus. anjir,neutral,Social Influence
"tools ini ngebantu banget buat nyelesain tugas kuliah. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Social Influence
koneksi internet harus stabil biar tidak gagal terus. asli,neutral,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. tidak peduli orang bilang apa,saya tetep nyaman pake ini. mending skip",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. asli",positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. no debat",neutral,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. menu-menunya membingungkan,banyak iklan ganggu.",negative,Performance Expectancy
"ngebantu cari ide konten pas lagi mampet. banyak influencer yang bahas,jadi penasaran. gas terus",positive,Social Influence
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. rekomendasi dari komunitas ai ini emang tidak pernah gagal. anjir,negative,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Performance Expectancy
instalasi vpn-nya bikin pusing tujuh keliling. output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap. menu-menunya membingungkan,banyak iklan ganggu.",negative,Facilitating Conditions
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. cara pakainya gampang banget,gak perlu tutorial. asli",positive,Effort Expectancy
dosen saya nyaranin pake ini buat riset. gokil,positive,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap. temen-temen kantor udah pada pake,masa saya nggak. mending skip",neutral,Facilitating Conditions
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. cara pakainya gampang banget,gak perlu tutorial. anjir",positive,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
"output-nya kurang akurat buat kebutuhan profesional. user friendly parah,pemula pasti langsung paham. gokil",negative,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. sayang banget harus pake vpn baru bisa akses.,positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
koneksi internet harus stabil biar tidak gagal terus.,neutral,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana.",negative,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
"koneksi internet harus stabil biar tidak gagal terus. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. simpel dan elegan,navigasinya enak dipandang. gokil",positive,Social Influence
"user friendly parah,pemula pasti langsung paham. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",positive,Effort Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,Performance Expectancy
"user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. sangat efektif untuk meningkatkan produktivitas kerja.",positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. gokil",positive,Social Influence
"user friendly parah,pemula pasti langsung paham. hp kentang saya tidak kuat jalanin aplikasi ini.",positive,Effort Expectancy
dosen saya nyaranin pake ini buat riset. sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"ngebantu cari ide konten pas lagi mampet. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. wkwk",positive,Effort Expectancy
"sayang banget harus pake vpn baru bisa akses. banyak influencer yang bahas,jadi penasaran.",positive,Performance Expectancy
"ngebantu cari ide konten pas lagi mampet. temen-temen kantor udah pada pake,masa saya nggak.",neutral,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. kuota boros banget buat generate video 10 detik doang.",negative,Performance Expectancy
dosen saya nyaranin pake ini buat riset. output-nya kurang akurat buat kebutuhan profesional. asli,negative,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. sangat efektif untuk meningkatkan produktivitas kerja. parah sih",positive,Social Influence
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Effort Expectancy
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. gokil",neutral,Social Influence
kuota boros banget buat generate video 10 detik doang.,negative,Facilitating Conditions
"tidak guna,malah bikin kerjaan makin numpuk. cara pakainya gampang banget,gak perlu tutorial. wkwk",positive,Performance Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,Performance Expectancy
sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. asli",positive,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"tools ini ngebantu banget buat nyelesain tugas kuliah. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Social Influence
"user friendly parah,pemula pasti langsung paham. hp kentang saya tidak kuat jalanin aplikasi ini. anjir",positive,Effort Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. kuota boros banget buat generate video 10 detik doang. no debat",negative,Performance Expectancy
sayang banget harus pake vpn baru bisa akses.,neutral,Effort Expectancy
"user friendly parah,pemula pasti langsung paham. parah sih",positive,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. koneksi internet harus stabil biar tidak gagal terus. wkwk",positive,Social Influence
koneksi internet harus stabil biar tidak gagal terus.,neutral,Performance Expectancy
"tools ini ngebantu banget buat nyelesain tugas kuliah. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Social Influence
"user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
"simpel dan elegan,navigasinya enak dipandang. tidak peduli orang bilang apa,saya tetep nyaman pake ini. boleh lah",positive,Social Influence
"hp kentang saya tidak kuat jalanin aplikasi ini. ribet bener interfacenya,bingung mau klik mana. mending skip",negative,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. hp kentang saya tidak kuat jalanin aplikasi ini. no debat,positive,Social Influence
dosen saya nyaranin pake ini buat riset. parah sih,neutral,Effort Expectancy
kuota boros banget buat generate video 10 detik doang. asli,negative,Performance Expectancy
"sayang banget harus pake vpn baru bisa akses. tidak peduli orang bilang apa,saya tetep nyaman pake ini. gas terus",positive,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. anjir",positive,Performance Expectancy
"banyak influencer yang bahas,jadi penasaran.",neutral,Effort Expectancy
kuota boros banget buat generate video 10 detik doang. sangat efektif untuk meningkatkan produktivitas kerja. gokil,positive,Social Influence
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,Performance Expectancy
kuota boros banget buat generate video 10 detik doang. mending skip,negative,Social Influence
ngebantu cari ide konten pas lagi mampet. sayang banget harus pake vpn baru bisa akses.,positive,Social Influence
"banyak influencer yang bahas,jadi penasaran. sangat efektif untuk meningkatkan produktivitas kerja.",positive,Social Influence
dosen saya nyaranin pake ini buat riset. wkwk,neutral,Effort Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. sangat efektif untuk meningkatkan produktivitas kerja. no debat",positive,Social Influence
"sangat efektif untuk meningkatkan produktivitas kerja. support-nya oke,ada panduan lengkap di websitenya. mending skip",positive,Social Influence
"ngebantu cari ide konten pas lagi mampet. tidak peduli orang bilang apa,saya tetep nyaman pake ini. gas terus",positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. instalasi vpn-nya bikin pusing tujuh keliling. anjir",negative,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. tidak guna,malah bikin kerjaan makin numpuk.",positive,Effort Expectancy
sayang banget harus pake vpn baru bisa akses.,neutral,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. sayang banget harus pake vpn baru bisa akses. gokil",negative,Social Influence
"simpel dan elegan,navigasinya enak dipandang.",positive,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana. gokil",negative,Effort Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. rekomendasi dari komunitas ai ini emang tidak pernah gagal. parah sih,negative,Social Influence
hp kentang saya tidak kuat jalanin aplikasi ini. boleh lah,neutral,Performance Expectancy
dosen saya nyaranin pake ini buat riset.,neutral,Effort Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",positive,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya. dosen saya nyaranin pake ini buat riset.",positive,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. tools ini ngebantu banget buat nyelesain tugas kuliah. mending skip",positive,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
"user friendly parah,pemula pasti langsung paham. laptop spek rendah tetep bisa akses lewat cloud,mantap. wkwk",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"tidak guna,malah bikin kerjaan makin numpuk. gas terus",negative,Social Influence
"user friendly parah,pemula pasti langsung paham. asli",positive,Effort Expectancy
"tools ini ngebantu banget buat nyelesain tugas kuliah. support-nya oke,ada panduan lengkap di websitenya.",positive,Effort Expectancy
