comment,sentiment,dominant_construct
"viral di tiktok mangkanya nyobain,ternyata emang keren. asli",positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. no debat",neutral,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. menu-menunya membingungkan,banyak iklan ganggu.",negative,Performance Expectancy
"ngebantu cari ide konten pas lagi mampet. banyak influencer yang bahas,jadi penasaran. gas terus",negative,Effort Expectancy
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. rekomendasi dari komunitas ai ini emang tidak pernah gagal. anjir,negative,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Performance Expectancy
instalasi vpn-nya bikin pusing tujuh keliling. output-nya kurang akurat buat kebutuhan profesional.,negative,Effort Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap. menu-menunya membingungkan,banyak iklan ganggu.",negative,Facilitating Conditions
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,neutral,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. cara pakainya gampang banget,gak perlu tutorial. asli",positive,Effort Expectancy
dosen saya nyaranin pake ini buat riset. gokil,positive,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap. temen-temen kantor udah pada pake,masa saya nggak. mending skip",neutral,Facilitating Conditions
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. cara pakainya gampang banget,gak perlu tutorial. anjir",positive,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"output-nya kurang akurat buat kebutuhan profesional. user friendly parah,pemula pasti langsung paham. gokil",positive,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. sayang banget harus pake vpn baru bisa akses.,positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
koneksi internet harus stabil biar tidak gagal terus.,neutral,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana.",negative,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"koneksi internet harus stabil biar tidak gagal terus. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. simpel dan elegan,navigasinya enak dipandang. gokil",positive,Social Influence
"user friendly parah,pemula pasti langsung paham. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",positive,Effort Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
"user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. sangat efektif untuk meningkatkan produktivitas kerja.",positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. gokil",positive,Social Influence
"user friendly parah,pemula pasti langsung paham. hp kentang saya tidak kuat jalanin aplikasi ini.",negative,Effort Expectancy
dosen saya nyaranin pake ini buat riset. sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"ngebantu cari ide konten pas lagi mampet. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. wkwk",positive,Effort Expectancy
"sayang banget harus pake vpn baru bisa akses. banyak influencer yang bahas,jadi penasaran.",positive,Performance Expectancy
"ngebantu cari ide konten pas lagi mampet. temen-temen kantor udah pada pake,masa saya nggak.",negative,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. kuota boros banget buat generate video 10 detik doang.",negative,Performance Expectancy
dosen saya nyaranin pake ini buat riset. output-nya kurang akurat buat kebutuhan profesional. asli,negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. sangat efektif untuk meningkatkan produktivitas kerja. parah sih",positive,Social Influence
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,Effort Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. gokil",positive,Social Influence
kuota boros banget buat generate video 10 detik doang.,negative,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. cara pakainya gampang banget,gak perlu tutorial. wkwk",negative,Effort Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. asli",positive,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"tools ini ngebantu banget buat nyelesain tugas kuliah. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Social Influence
"user friendly parah,pemula pasti langsung paham. hp kentang saya tidak kuat jalanin aplikasi ini. anjir",negative,Effort Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. kuota boros banget buat generate video 10 detik doang. no debat",negative,Performance Expectancy
sayang banget harus pake vpn baru bisa akses.,negative,Performance Expectancy
"user friendly parah,pemula pasti langsung paham. parah sih",negative,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. koneksi internet harus stabil biar tidak gagal terus. wkwk",positive,Social Influence
koneksi internet harus stabil biar tidak gagal terus.,neutral,Performance Expectancy
"tools ini ngebantu banget buat nyelesain tugas kuliah. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Social Influence
"user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. tidak peduli orang bilang apa,saya tetep nyaman pake ini. boleh lah",positive,Social Influence
"hp kentang saya tidak kuat jalanin aplikasi ini. ribet bener interfacenya,bingung mau klik mana. mending skip",negative,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. hp kentang saya tidak kuat jalanin aplikasi ini. no debat,positive,Social Influence
dosen saya nyaranin pake ini buat riset. parah sih,negative,Performance Expectancy
kuota boros banget buat generate video 10 detik doang. asli,negative,Effort Expectancy
"sayang banget harus pake vpn baru bisa akses. tidak peduli orang bilang apa,saya tetep nyaman pake ini. gas terus",positive,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. anjir",positive,Performance Expectancy
"banyak influencer yang bahas,jadi penasaran.",neutral,Performance Expectancy
kuota boros banget buat generate video 10 detik doang. sangat efektif untuk meningkatkan produktivitas kerja. gokil,positive,Social Influence
tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
kuota boros banget buat generate video 10 detik doang. mending skip,negative,Effort Expectancy
ngebantu cari ide konten pas lagi mampet. sayang banget harus pake vpn baru bisa akses.,negative,Performance Expectancy
"banyak influencer yang bahas,jadi penasaran. sangat efektif untuk meningkatkan produktivitas kerja.",positive,Social Influence
dosen saya nyaranin pake ini buat riset. wkwk,neutral,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. sangat efektif untuk meningkatkan produktivitas kerja. no debat",positive,Social Influence
"sangat efektif untuk meningkatkan produktivitas kerja. support-nya oke,ada panduan lengkap di websitenya. mending skip",positive,Social Influence
"ngebantu cari ide konten pas lagi mampet. tidak peduli orang bilang apa,saya tetep nyaman pake ini. gas terus",negative,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. instalasi vpn-nya bikin pusing tujuh keliling. anjir",negative,Social Influence
"support-nya oke,ada panduan lengkap di websitenya. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. tidak guna,malah bikin kerjaan makin numpuk.",negative,Effort Expectancy
sayang banget harus pake vpn baru bisa akses.,negative,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. sayang banget harus pake vpn baru bisa akses. gokil",negative,Social Influence
"simpel dan elegan,navigasinya enak dipandang.",positive,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana. gokil",positive,Effort Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. rekomendasi dari komunitas ai ini emang tidak pernah gagal. parah sih,negative,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. boleh lah,negative,Performance Expectancy
dosen saya nyaranin pake ini buat riset.,neutral,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",neutral,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya. dosen saya nyaranin pake ini buat riset.",positive,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. tools ini ngebantu banget buat nyelesain tugas kuliah. mending skip",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"user friendly parah,pemula pasti langsung paham. laptop spek rendah tetep bisa akses lewat cloud,mantap. wkwk",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"tidak guna,malah bikin kerjaan makin numpuk. gas terus",negative,Facilitating Conditions
"user friendly parah,pemula pasti langsung paham. asli",positive,Effort Expectancy
"tools ini ngebantu banget buat nyelesain tugas kuliah. support-nya oke,ada panduan lengkap di websitenya.",positive,Social Influence
sayang banget harus pake vpn baru bisa akses. instalasi vpn-nya bikin pusing tujuh keliling.,negative,Facilitating Conditions
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
instalasi vpn-nya bikin pusing tujuh keliling. gas terus,negative,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",negative,Performance Expectancy
instalasi vpn-nya bikin pusing tujuh keliling.,negative,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya. sangat efektif untuk meningkatkan produktivitas kerja. anjir",positive,Social Influence
"banyak influencer yang bahas,jadi penasaran. sangat efektif untuk meningkatkan produktivitas kerja.",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap. menu-menunya membingungkan,banyak iklan ganggu. no debat",negative,Facilitating Conditions
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
"koneksi internet harus stabil biar tidak gagal terus. temen-temen kantor udah pada pake,masa saya nggak. gokil",positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. gas terus",positive,Effort Expectancy
sayang banget harus pake vpn baru bisa akses.,negative,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana.",negative,Effort Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
koneksi internet harus stabil biar tidak gagal terus.,neutral,Performance Expectancy
dosen saya nyaranin pake ini buat riset. asli,positive,Performance Expectancy
dosen saya nyaranin pake ini buat riset. kuota boros banget buat generate video 10 detik doang.,negative,Performance Expectancy
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. simpel dan elegan,navigasinya enak dipandang.",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"hp kentang saya tidak kuat jalanin aplikasi ini. tidak peduli orang bilang apa,saya tetep nyaman pake ini. asli",negative,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. asli,negative,Performance Expectancy
"banyak influencer yang bahas,jadi penasaran. wkwk",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. instalasi vpn-nya bikin pusing tujuh keliling. boleh lah",negative,Facilitating Conditions
"simpel dan elegan,navigasinya enak dipandang. output-nya kurang akurat buat kebutuhan profesional.",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap. dosen saya nyaranin pake ini buat riset.",positive,Facilitating Conditions
output-nya kurang akurat buat kebutuhan profesional. parah sih,negative,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",neutral,Effort Expectancy
dosen saya nyaranin pake ini buat riset. anjir,neutral,Performance Expectancy
"output-nya kurang akurat buat kebutuhan profesional. laptop spek rendah tetep bisa akses lewat cloud,mantap. boleh lah",negative,Facilitating Conditions
"simpel dan elegan,navigasinya enak dipandang. support-nya oke,ada panduan lengkap di websitenya. anjir",positive,Social Influence
"viral di tiktok mangkanya nyobain,ternyata emang keren. sayang banget harus pake vpn baru bisa akses. no debat",positive,Social Influence
"simpel dan elegan,navigasinya enak dipandang.",positive,Performance Expectancy
ngebantu cari ide konten pas lagi mampet. gokil,positive,Social Influence
"output-nya kurang akurat buat kebutuhan profesional. temen-temen kantor udah pada pake,masa saya nggak. boleh lah",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. mending skip",positive,Social Influence
"ribet bener interfacenya,bingung mau klik mana. kuota boros banget buat generate video 10 detik doang.",negative,Effort Expectancy
"tools ini ngebantu banget buat nyelesain tugas kuliah. menu-menunya membingungkan,banyak iklan ganggu. parah sih",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. support-nya oke,ada panduan lengkap di websitenya. parah sih",positive,Social Influence
ngebantu cari ide konten pas lagi mampet.,negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. support-nya oke,ada panduan lengkap di websitenya. mending skip",positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. rekomendasi dari komunitas ai ini emang tidak pernah gagal. boleh lah",neutral,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. mending skip",neutral,Effort Expectancy
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,Effort Expectancy
"banyak influencer yang bahas,jadi penasaran. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"banyak influencer yang bahas,jadi penasaran. gas terus",neutral,Social Influence
"ribet bener interfacenya,bingung mau klik mana. gokil",positive,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,Social Influence
"tools ini ngebantu banget buat nyelesain tugas kuliah. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"ribet bener interfacenya,bingung mau klik mana. banyak influencer yang bahas,jadi penasaran. boleh lah",negative,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. sangat efektif untuk meningkatkan produktivitas kerja. gas terus",negative,Social Influence
"support-nya oke,ada panduan lengkap di websitenya. tools ini ngebantu banget buat nyelesain tugas kuliah. wkwk",positive,Social Influence
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,neutral,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. hp kentang saya tidak kuat jalanin aplikasi ini. boleh lah",negative,Performance Expectancy
dosen saya nyaranin pake ini buat riset. gas terus,negative,Performance Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah. gas terus,negative,Social Influence
dosen saya nyaranin pake ini buat riset. gas terus,negative,Performance Expectancy
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
koneksi internet harus stabil biar tidak gagal terus. tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya. asli",neutral,Effort Expectancy
sayang banget harus pake vpn baru bisa akses. gokil,positive,Social Influence
"viral di tiktok mangkanya nyobain,ternyata emang keren. tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. ribet bener interfacenya,bingung mau klik mana. parah sih",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya. dosen saya nyaranin pake ini buat riset. boleh lah",neutral,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",neutral,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. no debat",positive,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. gokil,negative,Social Influence
"user friendly parah,pemula pasti langsung paham. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Effort Expectancy
instalasi vpn-nya bikin pusing tujuh keliling. boleh lah,negative,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. banyak influencer yang bahas,jadi penasaran.",negative,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. cara pakainya gampang banget,gak perlu tutorial. gokil",positive,Social Influence
sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. parah sih",negative,Performance Expectancy
"kuota boros banget buat generate video 10 detik doang. viral di tiktok mangkanya nyobain,ternyata emang keren. no debat",negative,Social Influence
"kuota boros banget buat generate video 10 detik doang. simpel dan elegan,navigasinya enak dipandang. wkwk",positive,Effort Expectancy
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
kuota boros banget buat generate video 10 detik doang. gokil,positive,Social Influence
"koneksi internet harus stabil biar tidak gagal terus. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. output-nya kurang akurat buat kebutuhan profesional. parah sih",negative,Social Influence
sayang banget harus pake vpn baru bisa akses. gokil,positive,Social Influence
"ngebantu cari ide konten pas lagi mampet. ribet bener interfacenya,bingung mau klik mana. gokil",negative,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. anjir",positive,Effort Expectancy
"koneksi internet harus stabil biar tidak gagal terus. temen-temen kantor udah pada pake,masa saya nggak.",negative,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Performance Expectancy
"cara pakainya gampang banget,gak perlu tutorial. dosen saya nyaranin pake ini buat riset.",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. tidak guna,malah bikin kerjaan makin numpuk.",negative,Facilitating Conditions
dosen saya nyaranin pake ini buat riset.,neutral,Performance Expectancy
koneksi internet harus stabil biar tidak gagal terus. gas terus,negative,Effort Expectancy
dosen saya nyaranin pake ini buat riset. asli,positive,Performance Expectancy
"kuota boros banget buat generate video 10 detik doang. tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"menu-menunya membingungkan,banyak iklan ganggu. koneksi internet harus stabil biar tidak gagal terus. no debat",negative,Effort Expectancy
sayang banget harus pake vpn baru bisa akses. wkwk,negative,Effort Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. tidak peduli orang bilang apa,saya tetep nyaman pake ini. asli",positive,Performance Expectancy
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"ribet bener interfacenya,bingung mau klik mana. no debat",negative,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. gokil",positive,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. tools ini ngebantu banget buat nyelesain tugas kuliah. mending skip",negative,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"koneksi internet harus stabil biar tidak gagal terus. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"kuota boros banget buat generate video 10 detik doang. menu-menunya membingungkan,banyak iklan ganggu. gas terus",negative,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. instalasi vpn-nya bikin pusing tujuh keliling. boleh lah,negative,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. instalasi vpn-nya bikin pusing tujuh keliling.",negative,Facilitating Conditions
"sangat efektif untuk meningkatkan produktivitas kerja. user friendly parah,pemula pasti langsung paham. asli",positive,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. dosen saya nyaranin pake ini buat riset. boleh lah,positive,Social Influence
"hp kentang saya tidak kuat jalanin aplikasi ini. banyak influencer yang bahas,jadi penasaran.",negative,Performance Expectancy
"sayang banget harus pake vpn baru bisa akses. hasil generate-nya oke punya,bikin kerjaan sat set. boleh lah",neutral,Performance Expectancy
dosen saya nyaranin pake ini buat riset. output-nya kurang akurat buat kebutuhan profesional. gas terus,negative,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. ribet bener interfacenya,bingung mau klik mana. asli",negative,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. sangat efektif untuk meningkatkan produktivitas kerja.",positive,Social Influence
"support-nya oke,ada panduan lengkap di websitenya. anjir",neutral,Effort Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set.",neutral,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. boleh lah",positive,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. koneksi internet harus stabil biar tidak gagal terus. gokil",negative,Social Influence
"menu-menunya membingungkan,banyak iklan ganggu. koneksi internet harus stabil biar tidak gagal terus.",negative,Effort Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. ngebantu cari ide konten pas lagi mampet.",negative,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. dosen saya nyaranin pake ini buat riset.",negative,Performance Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
output-nya kurang akurat buat kebutuhan profesional. instalasi vpn-nya bikin pusing tujuh keliling. parah sih,negative,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya. boleh lah",neutral,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. mending skip",positive,Facilitating Conditions
output-nya kurang akurat buat kebutuhan profesional. instalasi vpn-nya bikin pusing tujuh keliling.,negative,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. parah sih",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"banyak influencer yang bahas,jadi penasaran. ribet bener interfacenya,bingung mau klik mana.",negative,Performance Expectancy
"hp kentang saya tidak kuat jalanin aplikasi ini. user friendly parah,pemula pasti langsung paham. asli",negative,Effort Expectancy
sayang banget harus pake vpn baru bisa akses. mending skip,negative,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. banyak influencer yang bahas,jadi penasaran.",positive,Performance Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. hasil generate-nya oke punya,bikin kerjaan sat set. no debat",positive,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. user friendly parah,pemula pasti langsung paham. no debat",negative,Effort Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. gas terus,negative,Performance Expectancy
"dosen saya nyaranin pake ini buat riset. tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
dosen saya nyaranin pake ini buat riset. parah sih,negative,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. output-nya kurang akurat buat kebutuhan profesional. asli",negative,Effort Expectancy
dosen saya nyaranin pake ini buat riset.,neutral,Performance Expectancy
instalasi vpn-nya bikin pusing tujuh keliling. sayang banget harus pake vpn baru bisa akses. anjir,negative,Facilitating Conditions
kuota boros banget buat generate video 10 detik doang.,negative,Effort Expectancy
"sayang banget harus pake vpn baru bisa akses. viral di tiktok mangkanya nyobain,ternyata emang keren. mending skip",positive,Social Influence
"simpel dan elegan,navigasinya enak dipandang. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",positive,Social Influence
"user friendly parah,pemula pasti langsung paham. mending skip",positive,Effort Expectancy
dosen saya nyaranin pake ini buat riset.,neutral,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set.",neutral,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",neutral,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",neutral,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. mending skip",positive,Social Influence
sayang banget harus pake vpn baru bisa akses.,negative,Performance Expectancy
koneksi internet harus stabil biar tidak gagal terus. dosen saya nyaranin pake ini buat riset.,positive,Effort Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
ngebantu cari ide konten pas lagi mampet. asli,negative,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. boleh lah",negative,Effort Expectancy
"sayang banget harus pake vpn baru bisa akses. ribet bener interfacenya,bingung mau klik mana.",negative,Effort Expectancy
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
sayang banget harus pake vpn baru bisa akses. dosen saya nyaranin pake ini buat riset.,positive,Performance Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. anjir",positive,Facilitating Conditions
"banyak influencer yang bahas,jadi penasaran.",neutral,Performance Expectancy
kuota boros banget buat generate video 10 detik doang. sangat efektif untuk meningkatkan produktivitas kerja. gokil,positive,Social Influence
"instalasi vpn-nya bikin pusing tujuh keliling. viral di tiktok mangkanya nyobain,ternyata emang keren. mending skip",negative,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. menu-menunya membingungkan,banyak iklan ganggu. mending skip",negative,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",neutral,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"support-nya oke,ada panduan lengkap di websitenya. tools ini ngebantu banget buat nyelesain tugas kuliah. gas terus",positive,Social Influence
"support-nya oke,ada panduan lengkap di websitenya. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. instalasi vpn-nya bikin pusing tujuh keliling.",positive,Social Influence
"viral di tiktok mangkanya nyobain,ternyata emang keren. simpel dan elegan,navigasinya enak dipandang. gokil",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana. output-nya kurang akurat buat kebutuhan profesional.",negative,Effort Expectancy
kuota boros banget buat generate video 10 detik doang. gokil,positive,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. kuota boros banget buat generate video 10 detik doang. boleh lah",negative,Performance Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"laptop spek rendah tetep bisa akses lewat cloud,mantap. ngebantu cari ide konten pas lagi mampet. gas terus",negative,Social Influence
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",negative,Performance Expectancy
dosen saya nyaranin pake ini buat riset.,neutral,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. dosen saya nyaranin pake ini buat riset.",negative,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana. ngebantu cari ide konten pas lagi mampet. boleh lah",negative,Effort Expectancy
